名称,省份,真实城市,市县区,区号,电话,区域,地址,大分类,小分类,经度,纬度
番禺绿地,上海,上海,上海,021,,徐家汇,虹桥路637号,景点,城市公园,121.426735,31.195894
庄行潘垫园区,上海,上海,上海,021,,庄行镇,庄行镇潘垫村,景点,特色乡村,121.406143,30.878973
淞南公园,上海,上海,上海,021,56142836,淞南,淞良路300号（近淞发路）,景点,城市公园,121.486542,31.340973
曲水园,上海,上海,上海,021,59732996,青浦城区,公园路612号,景点,园林,121.114059,31.149097
青浦城隍庙,上海,上海,上海,021,59738889,青浦城区,公园路648-650号,景点,宗教,121.11338,31.14867
上海之星,上海,上海,上海,021,63800848,苏河湾,海宁路1399号金城大厦内（近晋元路）,景点,旅行社,121.468361,31.244183
傅雷故居,上海,上海,上海,021,58225100,迪士尼,航头镇王楼村688号,景点,名人故居,121.621544,31.081514
南京路步行街,上海,上海,上海,021,51099782,南京东路,南京东路世纪广场对面,景点,休闲街区,121.479507,31.235992
南汇桃花村,上海,上海,上海,021,58019595;58000521,惠南镇,桃花村北门路289号,景点,特色乡村,121.752144,31.060875
闵行公园,上海,上海,上海,021,54700663,老闵行/交大师大,沪闵路249号,景点,城市公园,121.424713,31.008539
上海淞沪抗战纪念馆,上海,上海,上海,021,66786377,宝山城区/吴淞,友谊路1号淞沪抗战纪念公园内（近东林路）,景点,纪念馆,121.495499,31.409727
2577创意大院,上海,上海,上海,021,64380516,龙华/西岸,龙华路2577号(近龙华寺)（龙华地铁站3号口步行430米）,景点,创意园区,121.451934,31.178494
静安雕塑公园,上海,上海,上海,021,52289562,南京西路,石门二路128号（近北京西路）,景点,文化公园,121.463692,31.2349
霍山公园,上海,上海,上海,021,65453000,北外滩/外白渡桥,霍山路118号(近舟山路)（提篮桥地铁站1号口步行400米）,景点,城市公园,121.511108,31.253428
闵行博物馆,上海,上海,上海,021,64880567,七宝,新镇路1538号,景点,博物馆,121.359375,31.160652
